Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-05 16:12:44Z : PB = 447541248 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-05 16:17:06Z : PB = 555720704 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-05 16:17:06Z : PB = 555720704 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-12-05 16:17:07Z : PB = 555741184 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-05 16:17:07Z : PB = 555741184 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-05 16:17:07Z : PB = 555741184 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
Informational: 已在 0.212 秒內從解決方案快取載入 0 筆測試記錄。
Informational: 測試資料存放區在 0.017 秒內開啟。
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:650
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:659
TableControl: About to update entries 2022/12/6 上午 12:17:20:662
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:684
TableControl: Updating entries 2022/12/6 上午 12:17:20:686
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:703
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:714
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:729
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:20:893
TableControl: Refreshing UI 2022/12/6 上午 12:17:20:895
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:904
TableControl: About to update entries 2022/12/6 上午 12:17:20:905
TableControl: Updating entries 2022/12/6 上午 12:17:20:939
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:20:939
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:940
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:945
TableControl: Refreshing UI 2022/12/6 上午 12:17:20:946
TableControl: QueueUpdate 2022/12/6 上午 12:17:20:948
TableControl: About to update entries 2022/12/6 上午 12:17:20:949
TableControl: Updating entries 2022/12/6 上午 12:17:20:949
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:20:951
TableControl: QueueUpdate 2022/12/6 上午 12:17:22:203
TableControl: About to update entries 2022/12/6 上午 12:17:22:204
TableControl: Updating entries 2022/12/6 上午 12:17:22:256
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:22:256
TableControl: Refreshing UI 2022/12/6 上午 12:17:22:257
Informational: 開始為要求的測試回合執行測試探索
Informational: ========== 開始測試探索 ==========
Warning: No test is available in entrypoint\DrawingAppTests.exe. Make sure that test discoverer & executors are registered and platform & framework version settings are appropriate and try again.
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: QueueUpdate 2022/12/6 上午 12:17:40:609
TableControl: About to update entries 2022/12/6 上午 12:17:40:719
TableControl: Updating entries 2022/12/6 上午 12:17:40:719
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:40:720
TableControl: Refreshing UI 2022/12/6 上午 12:17:40:720
Warning: C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingForm\bin\Debug\DrawingForm.exe 中未提供任何測試。請確定已登錄了測試探索程式與執行程式，且平台與 Framework 版本設定皆正確，然後再試一次。
Informational: ========== 測試探索已完成: 在 8.8 秒 找到 21 項測試 ==========
Informational: 使用自動偵測到的 runsettings 檔案。若要深入了解，請前往 https://aka.ms/vs-runsettings。
Informational: ========== 開始測試回合 ==========
TableControl: QueueUpdate 2022/12/6 上午 12:17:42:170
TableControl: About to update entries 2022/12/6 上午 12:17:42:294
TableControl: Updating entries 2022/12/6 上午 12:17:42:294
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:42:295
TableControl: Refreshing UI 2022/12/6 上午 12:17:42:295
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: QueueUpdate 2022/12/6 上午 12:17:45:939
TableControl: About to update entries 2022/12/6 上午 12:17:46:58
TableControl: Updating entries 2022/12/6 上午 12:17:46:58
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:46:59
TableControl: Refreshing UI 2022/12/6 上午 12:17:46:59
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
Informational: ========== 測試回合已完成: 在 1.2 秒 執行了 21 項測試 (21 項通過，0 項失敗，0 項跳過) ==========
TableControl: QueueUpdate 2022/12/6 上午 12:17:48:203
TableControl: About to update entries 2022/12/6 上午 12:17:48:324
TableControl: Updating entries 2022/12/6 上午 12:17:48:324
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:17:48:325
TableControl: Refreshing UI 2022/12/6 上午 12:17:48:325
Informational: ========== 開始測試探索 ==========
Informational: ========== 已跳過測試探索: 所有測試容器皆為最新狀態 ==========
TableControl: QueueUpdate 2022/12/6 上午 12:22:24:305
TableControl: About to update entries 2022/12/6 上午 12:22:24:411
TableControl: Updating entries 2022/12/6 上午 12:22:24:412
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:22:24:412
TableControl: Refreshing UI 2022/12/6 上午 12:22:24:413
Warning: 建置失敗或其已取消。
Informational: 開始為要求的測試回合執行測試探索
Informational: ========== 開始測試探索 ==========
TableControl: QueueUpdate 2022/12/6 上午 12:23:13:945
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: About to update entries 2022/12/6 上午 12:23:14:53
TableControl: Updating entries 2022/12/6 上午 12:23:14:53
Informational: ========== 測試探索已完成: 在 3 秒 找到 22 項測試 ==========
Informational: 使用自動偵測到的 runsettings 檔案。若要深入了解，請前往 https://aka.ms/vs-runsettings。
Informational: ========== 開始測試回合 ==========
TableControl: QueueUpdate 2022/12/6 上午 12:23:15:197
TableControl: QueueUpdate 2022/12/6 上午 12:23:18:682
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: QueueUpdate 2022/12/6 上午 12:23:21:769
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
Informational: ========== 測試回合已完成: 在 1 秒 執行了 22 項測試 (22 項通過，0 項失敗，0 項跳過) ==========
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:23:24:515
TableControl: Refreshing UI 2022/12/6 上午 12:23:24:515
TableControl: QueueUpdate 2022/12/6 上午 12:23:24:516
TableControl: About to update entries 2022/12/6 上午 12:23:24:516
TableControl: Updating entries 2022/12/6 上午 12:23:24:516
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:23:24:517
TableControl: Refreshing UI 2022/12/6 上午 12:23:24:517
TableControl: QueueUpdate 2022/12/6 上午 12:23:24:520
TableControl: About to update entries 2022/12/6 上午 12:23:24:627
TableControl: Updating entries 2022/12/6 上午 12:23:24:627
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:23:24:628
TableControl: Refreshing UI 2022/12/6 上午 12:23:24:628
TableControl: QueueUpdate 2022/12/6 上午 12:23:56:81
TableControl: About to update entries 2022/12/6 上午 12:23:56:194
TableControl: Updating entries 2022/12/6 上午 12:23:56:194
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:23:56:195
TableControl: Refreshing UI 2022/12/6 上午 12:23:56:195
Informational: 開始為要求的測試回合執行測試探索
Informational: ========== 開始測試探索 ==========
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
Informational: ========== 測試探索已完成: 在 1.1 秒 找到 21 項測試 ==========
Informational: 使用自動偵測到的 runsettings 檔案。若要深入了解，請前往 https://aka.ms/vs-runsettings。
Informational: ========== 開始測試回合 ==========
Error: 無法啟動測試主機。錯誤: System.AggregateException: 發生一或多項錯誤。 ---> Microsoft.Build.Exceptions.InvalidProjectFileException: The project file could not be loaded. 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。  C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe ---> System.IO.FileNotFoundException: 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。
   於 System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   於 System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   於 System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   於 Microsoft.Build.Internal.XmlReaderExtension..ctor(String file, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   --- 內部例外狀況堆疊追蹤的結尾 ---
   於 Microsoft.Build.Shared.ProjectFileErrorUtilities.VerifyThrowInvalidProjectFile(Boolean condition, String errorSubCategoryResourceName, BuildEventFileInfo projectFile, Exception innerException, String resourceName, Object[] args)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement..ctor(String path, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.CreateProjectFromPath(String projectFile, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.<>c.<OpenProjectOrSolution>b__208_0(String path, ProjectRootElementCacheBase cache)
   於 Microsoft.Build.Evaluation.ProjectRootElementCache.Get(String projectFile, OpenProjectRootElement openProjectRootElement, Boolean isExplicitlyLoaded, Nullable`1 preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.OpenProjectOrSolution(String fullPath, IDictionary`2 globalProperties, String toolsVersion, ProjectRootElementCacheBase projectRootElementCache, Boolean isExplicitlyLoaded)
   於 Microsoft.Build.Evaluation.ProjectCollection.LoadProject(String fileName, IDictionary`2 globalProperties, String toolsVersion)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Project()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Architecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.Deployer.Microsoft.VisualStudio.UwpTestHostRuntimeProvider.IDeployer.get_DeploymentArchitecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<LaunchHostAsync>d__38.MoveNext()
--- 先前擲回例外狀況之位置中的堆疊追蹤結尾 ---
   於 System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   於 System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<Microsoft-VisualStudio-TestPlatform-ObjectModel-Host-ITestRuntimeProvider-LaunchTestHostAsync>d__30.MoveNext()
   --- 內部例外狀況堆疊追蹤的結尾 ---
   於 System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   於 System.Threading.Tasks.Task`1.GetResultCore(Boolean waitCompletionNotification)
   於 System.Threading.Tasks.Task`1.get_Result()
   於 Microsoft.VisualStudio.TestPlatform.CrossPlatEngine.Client.ProxyOperationManager.SetupChannel(IEnumerable`1 sources, String runSettings)
---> (內部例外狀況 #0) Microsoft.Build.Exceptions.InvalidProjectFileException: The project file could not be loaded. 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。  C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe ---> System.IO.FileNotFoundException: 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。
   於 System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   於 System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   於 System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   於 Microsoft.Build.Internal.XmlReaderExtension..ctor(String file, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   --- 內部例外狀況堆疊追蹤的結尾 ---
   於 Microsoft.Build.Shared.ProjectFileErrorUtilities.VerifyThrowInvalidProjectFile(Boolean condition, String errorSubCategoryResourceName, BuildEventFileInfo projectFile, Exception innerException, String resourceName, Object[] args)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement..ctor(String path, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.CreateProjectFromPath(String projectFile, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.<>c.<OpenProjectOrSolution>b__208_0(String path, ProjectRootElementCacheBase cache)
   於 Microsoft.Build.Evaluation.ProjectRootElementCache.Get(String projectFile, OpenProjectRootElement openProjectRootElement, Boolean isExplicitlyLoaded, Nullable`1 preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.OpenProjectOrSolution(String fullPath, IDictionary`2 globalProperties, String toolsVersion, ProjectRootElementCacheBase projectRootElementCache, Boolean isExplicitlyLoaded)
   於 Microsoft.Build.Evaluation.ProjectCollection.LoadProject(String fileName, IDictionary`2 globalProperties, String toolsVersion)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Project()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Architecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.Deployer.Microsoft.VisualStudio.UwpTestHostRuntimeProvider.IDeployer.get_DeploymentArchitecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<LaunchHostAsync>d__38.MoveNext()
--- 先前擲回例外狀況之位置中的堆疊追蹤結尾 ---
   於 System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   於 System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<Microsoft-VisualStudio-TestPlatform-ObjectModel-Host-ITestRuntimeProvider-LaunchTestHostAsync>d__30.MoveNext()<---

TableControl: QueueUpdate 2022/12/6 上午 12:23:59:306
Error: 無法啟動測試主機。錯誤: System.AggregateException: 發生一或多項錯誤。 ---> Microsoft.Build.Exceptions.InvalidProjectFileException: The project file could not be loaded. 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。  C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe ---> System.IO.FileNotFoundException: 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。
   於 System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   於 System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   於 System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   於 Microsoft.Build.Internal.XmlReaderExtension..ctor(String file, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   --- 內部例外狀況堆疊追蹤的結尾 ---
   於 Microsoft.Build.Shared.ProjectFileErrorUtilities.VerifyThrowInvalidProjectFile(Boolean condition, String errorSubCategoryResourceName, BuildEventFileInfo projectFile, Exception innerException, String resourceName, Object[] args)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement..ctor(String path, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.CreateProjectFromPath(String projectFile, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.<>c.<OpenProjectOrSolution>b__208_0(String path, ProjectRootElementCacheBase cache)
   於 Microsoft.Build.Evaluation.ProjectRootElementCache.Get(String projectFile, OpenProjectRootElement openProjectRootElement, Boolean isExplicitlyLoaded, Nullable`1 preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.OpenProjectOrSolution(String fullPath, IDictionary`2 globalProperties, String toolsVersion, ProjectRootElementCacheBase projectRootElementCache, Boolean isExplicitlyLoaded)
   於 Microsoft.Build.Evaluation.ProjectCollection.LoadProject(String fileName, IDictionary`2 globalProperties, String toolsVersion)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Project()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Architecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.Deployer.Microsoft.VisualStudio.UwpTestHostRuntimeProvider.IDeployer.get_DeploymentArchitecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<LaunchHostAsync>d__38.MoveNext()
--- 先前擲回例外狀況之位置中的堆疊追蹤結尾 ---
   於 System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   於 System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<Microsoft-VisualStudio-TestPlatform-ObjectModel-Host-ITestRuntimeProvider-LaunchTestHostAsync>d__30.MoveNext()
   --- 內部例外狀況堆疊追蹤的結尾 ---
   於 System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   於 System.Threading.Tasks.Task`1.GetResultCore(Boolean waitCompletionNotification)
   於 System.Threading.Tasks.Task`1.get_Result()
   於 Microsoft.VisualStudio.TestPlatform.CrossPlatEngine.Client.ProxyOperationManager.SetupChannel(IEnumerable`1 sources, String runSettings)
---> (內部例外狀況 #0) Microsoft.Build.Exceptions.InvalidProjectFileException: The project file could not be loaded. 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。  C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe ---> System.IO.FileNotFoundException: 找不到檔案 'C:\Users\User\Documents\AA\111-1-Windows-Programming\Drawing\DrawingAppTests\bin\x86\Debug\DrawingAppTests.build.appxrecipe'。
   於 System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   於 System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   於 System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   於 Microsoft.Build.Internal.XmlReaderExtension..ctor(String file, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   --- 內部例外狀況堆疊追蹤的結尾 ---
   於 Microsoft.Build.Shared.ProjectFileErrorUtilities.VerifyThrowInvalidProjectFile(Boolean condition, String errorSubCategoryResourceName, BuildEventFileInfo projectFile, Exception innerException, String resourceName, Object[] args)
   於 Microsoft.Build.Construction.ProjectRootElement.LoadDocument(String fullPath, Boolean preserveFormatting, Boolean loadAsReadOnly)
   於 Microsoft.Build.Construction.ProjectRootElement..ctor(String path, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.CreateProjectFromPath(String projectFile, ProjectRootElementCacheBase projectRootElementCache, Boolean preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.<>c.<OpenProjectOrSolution>b__208_0(String path, ProjectRootElementCacheBase cache)
   於 Microsoft.Build.Evaluation.ProjectRootElementCache.Get(String projectFile, OpenProjectRootElement openProjectRootElement, Boolean isExplicitlyLoaded, Nullable`1 preserveFormatting)
   於 Microsoft.Build.Construction.ProjectRootElement.OpenProjectOrSolution(String fullPath, IDictionary`2 globalProperties, String toolsVersion, ProjectRootElementCacheBase projectRootElementCache, Boolean isExplicitlyLoaded)
   於 Microsoft.Build.Evaluation.ProjectCollection.LoadProject(String fileName, IDictionary`2 globalProperties, String toolsVersion)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Project()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.RecipeFile.get_Architecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.Deployer.Microsoft.VisualStudio.UwpTestHostRuntimeProvider.IDeployer.get_DeploymentArchitecture()
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<LaunchHostAsync>d__38.MoveNext()
--- 先前擲回例外狀況之位置中的堆疊追蹤結尾 ---
   於 System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   於 System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   於 Microsoft.VisualStudio.UwpTestHostRuntimeProvider.UwpTestHostManager.<Microsoft-VisualStudio-TestPlatform-ObjectModel-Host-ITestRuntimeProvider-LaunchTestHostAsync>d__30.MoveNext()<---

TableControl: About to update entries 2022/12/6 上午 12:23:59:423
TableControl: Updating entries 2022/12/6 上午 12:23:59:423
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:23:59:424
TableControl: Refreshing UI 2022/12/6 上午 12:23:59:424
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: QueueUpdate 2022/12/6 上午 12:24:02:703
TableControl: About to update entries 2022/12/6 上午 12:24:02:813
TableControl: Updating entries 2022/12/6 上午 12:24:02:813
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:02:814
TableControl: Refreshing UI 2022/12/6 上午 12:24:02:814
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
Informational: ========== 測試回合已中止: 在 1 秒 執行了 21 項測試 (21 項通過，0 項失敗，0 項跳過) ==========
TableControl: QueueUpdate 2022/12/6 上午 12:24:05:506
TableControl: About to update entries 2022/12/6 上午 12:24:05:611
TableControl: Updating entries 2022/12/6 上午 12:24:05:612
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:05:613
TableControl: Refreshing UI 2022/12/6 上午 12:24:05:613
TableControl: QueueUpdate 2022/12/6 上午 12:24:16:636
TableControl: About to update entries 2022/12/6 上午 12:24:16:739
TableControl: Updating entries 2022/12/6 上午 12:24:16:739
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:16:740
TableControl: Refreshing UI 2022/12/6 上午 12:24:16:740
Informational: 開始為要求的測試回合執行測試探索
Informational: ========== 開始測試探索 ==========
TableControl: QueueUpdate 2022/12/6 上午 12:24:24:50
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: About to update entries 2022/12/6 上午 12:24:24:158
TableControl: Updating entries 2022/12/6 上午 12:24:24:158
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:24:165
TableControl: Refreshing UI 2022/12/6 上午 12:24:24:166
Informational: ========== 測試探索已完成: 在 2.9 秒 找到 22 項測試 ==========
Informational: 使用自動偵測到的 runsettings 檔案。若要深入了解，請前往 https://aka.ms/vs-runsettings。
Informational: ========== 開始測試回合 ==========
TableControl: QueueUpdate 2022/12/6 上午 12:24:25:323
TableControl: About to update entries 2022/12/6 上午 12:24:25:433
TableControl: Updating entries 2022/12/6 上午 12:24:25:433
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:25:434
TableControl: Refreshing UI 2022/12/6 上午 12:24:25:434
TableControl: QueueUpdate 2022/12/6 上午 12:24:28:600
TableControl: About to update entries 2022/12/6 上午 12:24:28:706
TableControl: Updating entries 2022/12/6 上午 12:24:28:706
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:28:707
TableControl: Refreshing UI 2022/12/6 上午 12:24:28:707
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
TableControl: QueueUpdate 2022/12/6 上午 12:24:31:737
TableControl: About to update entries 2022/12/6 上午 12:24:31:847
TableControl: Updating entries 2022/12/6 上午 12:24:31:847
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:31:848
TableControl: Refreshing UI 2022/12/6 上午 12:24:31:848
Warning: 找到相同延伸模組的多個版本。系統會選取最高版本。
  Microsoft.VisualStudio.TestPlatform.MSTest.TestAdapter : 14.0.5816.2
Informational: ========== 測試回合已完成: 在 1 秒 執行了 22 項測試 (22 項通過，0 項失敗，0 項跳過) ==========
TableControl: QueueUpdate 2022/12/6 上午 12:24:34:456
TableControl: About to update entries 2022/12/6 上午 12:24:34:562
TableControl: Updating entries 2022/12/6 上午 12:24:34:562
TableControl: Updating entries (UI thread) 2022/12/6 上午 12:24:34:563
TableControl: Refreshing UI 2022/12/6 上午 12:24:34:563
