Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-10-09 10:21:06Z : PB = 365338624 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-10-09 10:54:16Z : PB = 500903936 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:16Z : PB = 500903936 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:16Z : PB = 500903936 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:16Z : PB = 500903936 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:16Z : PB = 500903936 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 503435264 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 503435264 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 503435264 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 503435264 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 503435264 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 503435264 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 503435264 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 503435264 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 507727872 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 507727872 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 507727872 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 507727872 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 507727872 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 507727872 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 507727872 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 507727872 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 510332928 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 510332928 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 510332928 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 510332928 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 510332928 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 510332928 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 510332928 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 510332928 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 513785856 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 513785856 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 513785856 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 513785856 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 513785856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 513785856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 513785856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 513785856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 518074368 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 518074368 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 518074368 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 518074368 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 518074368 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 518467584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 518467584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 518467584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 519864320 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 519864320 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 519864320 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 519864320 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 519864320 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 519864320 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 519864320 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 519864320 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 523296768 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 523296768 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 523296768 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 523296768 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 523296768 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 523296768 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 523296768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 523296768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:17Z : PB = 528973824 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:17Z : PB = 529039360 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:17Z : PB = 529170432 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:17Z : PB = 529235968 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:17Z : PB = 529301504 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:17Z : PB = 529301504 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:17Z : PB = 529301504 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:17Z : PB = 529301504 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:18Z : PB = 532332544 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:18Z : PB = 532332544 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:18Z : PB = 532332544 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:18Z : PB = 532332544 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:18Z : PB = 532332544 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:18Z : PB = 532463616 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:18Z : PB = 532594688 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:18Z : PB = 532660224 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:18Z : PB = 536641536 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:18Z : PB = 536641536 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:18Z : PB = 536641536 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:18Z : PB = 536641536 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:18Z : PB = 536641536 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:18Z : PB = 536641536 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:18Z : PB = 536641536 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:18Z : PB = 536641536 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:18Z : PB = 537907200 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:18Z : PB = 537907200 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:18Z : PB = 537907200 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:18Z : PB = 537907200 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-10-09 10:54:18Z : PB = 537907200 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-10-09 10:54:18Z : PB = 537907200 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-10-09 10:54:18Z : PB = 537907200 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-10-09 10:54:18Z : PB = 537907200 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-10-09 10:54:18Z : PB = 537907200 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-10-09 10:54:20Z : PB = 538984448 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-10-09 10:54:20Z : PB = 538984448 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-10-09 10:54:20Z : PB = 538984448 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
